#node	date	numeric date
NODE_0000491	2012-08-24	2012.646175
KJ501533/2012/USA/NY/Unknown/WN02/unknown/Mosquito-Culex	2012-08-24	2012.646175
KX547315/2012/USA/NY/Nassau/WN02/unknown/Mosquito-Culex	2012-08-24	2012.646175
NODE_0001435	2007-04-28	2007.321790
NODE_0001436	2009-10-07	2009.766151
KX547293/2011/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta	2011-08-24	2011.645205
MH166897/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown	2010-08-01	2010.582192
NODE_0001437	2007-05-23	2007.390674
KY229074/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex	2012-08-21	2012.637978
NODE_0001438	2007-06-30	2007.494012
JF920759/2009/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2009-08-01	2009.582192
NODE_0001439	2007-07-12	2007.528447
KX547491/2007/USA/NY/Queens/WN02/unknown/Bird-crow	2007-09-04	2007.675342
KX547306/2009/USA/NY/Westchester/WN02/unknown/Mosquito-Culex	2009-09-02	2009.669863
CSU4931/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
NODE_0001442	2007-08-24	2007.645205
KX547589/2007/USA/NY/Queens/WN02/unknown/Bird-other	2007-08-24	2007.645205
NODE_0001443	2008-02-28	2008.160412
JF920754/2008/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2008-08-01	2008.583333
KX547406/2009/USA/NY/Nassau/WN02/unknown/Mosquito-Culex	2009-09-25	2009.732877
NODE_0001446	2008-05-04	2008.339365
KX547171/2011/USA/NY/Oneida/WN02/unknown/Mosquito-Culiseta	2011-08-03	2011.587671
NODE_0001447	2009-06-16	2009.456795
KX547582/2010/USA/NY/Rockland/WN02/unknown/Mosquito-Culex	2010-07-02	2010.500000
KX547515/2009/USA/NY/Schenectady/WN02/unknown/Bird-crow	2009-09-02	2009.669863
NODE_0001449	2008-01-21	2008.055270
JF488095/2009/USA/NY/Unknown/WN02/unknown/Bird-crow	2009-08-01	2009.582192
NODE_0001456	2014-08-21	2014.636986
MH819463/2014/Canada/CAN/QC/Montr_al/WN02/unknown/Mosquito-Culex	2014-08-21	2014.636986
MH819470/2014/Canada/CAN/QC/Montr_al/WN02/unknown/Mosquito-Culex	2014-09-15	2014.705479
NODE_0001457	2008-08-01	2008.583333
MH166918/2008/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown	2008-08-01	2008.583333
MH166920/2009/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown	2009-08-01	2009.582192
NODE_0001458	2009-09-28	2009.741477
MH166916/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown	2010-08-01	2010.582192
MH166893/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown	2010-08-01	2010.582192
NODE_0001450	2009-12-02	2009.919884
KC333378/2012/USA/TX/Harris/WN02/unknown/Bird-other	2012-06-28	2012.490437
KX547555/2012/USA/NY/Orange/WN02/unknown/Mosquito-Culex	2012-07-17	2012.542350
NODE_0001452	2016-07-07	2016.515781
CSU12614/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2018-08-21	2018.636986
CSU16582/2021/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2021-08-02	2021.584932
NODE_0001460	2008-08-01	2008.584466
NODE_0001462	2012-11-02	2012.838089
CSU5369/2013/USA/CO/FC/unknown/unknown/Mosquito-Culex	2013-08-28	2013.656164
NODE_0001352	2012-12-11	2012.943023
CSU4437/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-07-16	2013.538356
CSU4488/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-07-18	2013.543836
NODE_0001465	2010-04-07	2010.263373
CSU5386/2013/USA/CO/FC/unknown/unknown/Mosquito-Culex	2013-08-29	2013.658904
NODE_0001467	2011-07-17	2011.540848
NODE_0001468	2012-06-17	2012.461445
CSU4994/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-08-07	2013.598630
NODE_0001469	2013-03-05	2013.172604
CSU6822/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2014-08-14	2014.617808
NODE_0001470	2013-04-26	2013.316763
CSU4854/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex	2013-08-01	2013.582192
CSU4857/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-01	2013.582192
CSU4870/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2013-08-05	2013.593151
CSU4501/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-07-18	2013.543836
NODE_0001473	2011-10-17	2011.793615
NODE_0001474	2014-06-02	2014.417253
CSU6893/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2014-08-19	2014.631507
CSU6944/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2014-08-20	2014.634247
NODE_0001475	2012-03-10	2012.190308
NODE_0001476	2012-11-25	2012.899116
CSU4911/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
CSU5177/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-08-19	2013.631507
NODE_0001477	2012-07-04	2012.507181
CSU6803/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2014-08-14	2014.617808
NODE_0001479	2012-12-29	2012.992174
CSU5200/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2013-08-19	2013.631507
CSU4434/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-07-16	2013.538356
NODE_0000524	2013-04-20	2013.300880
CSU4491/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-07-18	2013.543836
NODE_0000529	2013-07-09	2013.519178
CSU4243/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-07-09	2013.519178
CSU6933/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2014-08-20	2014.634247
NODE_0001483	2013-02-07	2013.102659
CSU5198/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2013-08-19	2013.631507
CSU4919/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
NODE_0000533	2013-05-10	2013.354310
CSU4983/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
NODE_0000538	2013-05-13	2013.363854
CSU5051/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2013-08-12	2013.612329
CSU5070/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2013-08-12	2013.612329
NODE_0001488	2013-05-09	2013.351849
CSU5005/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	2013-08-07	2013.598630
NODE_0000549	2013-08-06	2013.595890
CSU4916/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
NODE_0001490	2014-07-15	2014.535885
CSU8336/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2015-08-11	2015.609589
CSU8613/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	2015-08-26	2015.650685
NODE_0001491	2010-05-21	2010.385046
CSU4934/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
NODE_0001492	2010-07-25	2010.564049
CSU6262/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2014-07-28	2014.571233
NODE_0001494	2010-08-23	2010.642072
KC333381/2012/USA/TX/Harris/WN02/unknown/Bird-other	2012-07-04	2012.506831
NODE_0001496	2011-12-15	2011.955761
KC736502/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex	2012-07-03	2012.504098
KC736501/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex	2012-08-29	2012.659836
NODE_0001498	2010-10-17	2010.793191
CSU4496/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-07-18	2013.543836
NODE_0001499	2011-12-27	2011.986454
KC711058/2012/USA/TX/Collin/WN02/unknown/Mosquito-Culex	2012-06-05	2012.427596
MF175811/2012/USA/TX/Collin/WN02/unknown/Mosquito-Culex	2012-09-12	2012.698087
NODE_0001500	2010-10-08	2010.768200
NODE_0001501	2011-03-07	2011.179244
CSU6607/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2014-08-07	2014.598630
KC736491/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex	2012-07-03	2012.504098
NODE_0001502	2011-08-06	2011.596120
KC736488/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex	2012-07-02	2012.501366
NODE_0001503	2011-12-16	2011.957643
KC736487/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex	2012-07-02	2012.501366
NODE_0001504	2012-01-31	2012.083770
KC736499/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex	2012-08-21	2012.637978
KC736489/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex	2012-07-02	2012.501366
NODE_0001505	2012-01-03	2012.006346
NODE_0001506	2012-10-19	2012.798040
CSU4862/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-01	2013.582192
CSU7980/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2015-07-28	2015.571233
NODE_0001508	2013-04-26	2013.316554
CSU4413/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-07-16	2013.538356
NODE_0001512	2014-07-29	2014.573973
CSU6347/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2014-07-29	2014.573973
CSU6387/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2014-08-04	2014.590411
NODE_0000567	2013-07-09	2013.519178
CSU4193/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-07-09	2013.519178
NODE_0000569	2013-07-18	2013.543836
CSU4523/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-07-18	2013.543836
CSU4842/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-07-31	2013.579452
NODE_0001513	2012-07-13	2012.532357
NODE_0000572	2013-04-23	2013.307844
CSU4592/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	2013-07-22	2013.554795
NODE_0000577	2013-07-16	2013.538356
CSU4450/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-07-16	2013.538356
CSU6653/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2014-08-11	2014.609589
NODE_0001516	2012-08-27	2012.653615
NODE_0000459	2013-02-02	2013.090066
CSU4756/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-07-30	2013.576712
NODE_0000580	2013-04-19	2013.297085
CSU4593/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	2013-07-22	2013.554795
CSU6578/2014/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	2014-08-06	2014.595890
NODE_0001519	2012-09-26	2012.735710
NODE_0000583	2013-03-06	2013.176542
CSU5384/2013/USA/CO/FC/unknown/unknown/Mosquito-Culex	2013-08-29	2013.658904
NODE_0000584	2013-07-18	2013.543811
CSU6017/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2014-07-22	2014.554795
NODE_0000586	2013-07-23	2013.557534
CSU4642/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-07-23	2013.557534
CSU4746/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-07-29	2013.573973
NODE_0001523	2012-12-23	2012.975868
CSU4875/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2013-08-05	2013.593151
CSU4965/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
CSU4937/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
NODE_0001527	2013-01-29	2013.078335
NODE_0001529	2013-03-02	2013.164457
CSU4908/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
CSU5271/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-22	2013.639726
CSU5111/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-13	2013.615068
NODE_0001074	2013-06-05	2013.425590
CSU4932/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2013-08-06	2013.595890
CSU5063/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2013-08-12	2013.612329
NODE_0000594	2013-08-09	2013.604085
CSU5126/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	2013-08-14	2013.617808
NODE_0000596	2013-08-14	2013.617808
CSU5142/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex	2013-08-14	2013.617808
CSU5201/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	2013-08-19	2013.631507
NODE_0000471	2000-09-18	2000.713537
NODE_0001547	2000-12-24	2000.978474
KX547327/2006/USA/NY/Niagara/WN02/unknown/Bird-crow	2006-08-24	2006.645205
NODE_0001548	2002-09-13	2002.699661
DQ164189/2003/USA/NY/Albany/WN02/unknown/Bird-crow	2003-08-01	2003.582192
JF920306/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2003-08-01	2003.582192
HM488171/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2003-07-08	2003.516438
NODE_0001551	2002-12-24	2002.978872
NODE_0001552	2004-04-18	2004.296891
KX547489/2004/USA/NY/Richmond/WN02/unknown/Bird-crow	2004-07-29	2004.575137
KX547232/2004/USA/NY/Richmond/WN02/unknown/Bird-other	2004-08-30	2004.662568
NODE_0001553	2003-02-20	2003.139245
KJ501314/2003/USA/DC/District_Of_Columbia/WN02/unknown/Bird-other	2003-09-01	2003.667123
HM756657/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2003-10-01	2003.749315
NODE_0000481	2000-09-18	2000.713537
NODE_0001235	2000-12-23	2000.977314
HQ671722/2002/USA/NY/Unknown/WN02/unknown/Bird-crow	2002-08-01	2002.582192
NODE_0001236	2006-10-17	2006.792103
MH170258/2007/USA/GA/Chatham/WN02/unknown/Mosquito-Culex	2007-08-01	2007.582192
MH170268/2007/USA/GA/Chatham/WN02/unknown/Bird-other	2007-08-01	2007.582192
NODE_0000493	2000-09-18	2000.713537
NODE_0001045	2002-07-11	2002.524146
KX547438/2011/USA/NY/Onondaga/WN02/unknown/Mosquito-Culex	2011-08-10	2011.606849
NODE_0001046	2004-06-19	2004.466622
KX547243/2006/USA/NY/Lewis/WN02/unknown/Bird-crow	2006-08-23	2006.642466
NODE_0001047	2006-03-01	2006.163742
NODE_0001048	2007-08-08	2007.601178
JF920753/2008/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2008-08-01	2008.583333
NODE_0001049	2009-05-24	2009.394434
JF957183/2009/USA/TX/Unknown/WN02/unknown/Human	2009-08-01	2009.582192
CSU8858/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	2015-09-16	2015.708219
NODE_0001050	2007-12-08	2007.936100
KX547220/2011/USA/NY/Suffolk/WN02/unknown/Mosquito-other	2011-08-18	2011.628767
NODE_0001051	2008-02-12	2008.114880
KJ501500/2009/USA/MD/Talbot/WN02/unknown/Bird-other	2009-12-22	2009.973973
NODE_0001052	2009-05-29	2009.407313
KX547389/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culiseta	2012-09-07	2012.684426
KX547325/2011/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta	2011-09-20	2011.719178
NODE_0000505	2000-09-18	2000.713537
NODE_0001584	2001-02-08	2001.104336
KJ501274/2001/USA/OH/Cuyahoga/WN02/unknown/Bird-crow	2001-09-20	2001.719178
KX547474/2002/USA/NY/Albany/WN02/unknown/Squirrel	2002-10-11	2002.776712
KJ501306/2002/USA/MI/Lenawee/WN02/unknown/Bird-other	2002-09-27	2002.738356
NODE_0001586	2003-09-17	2003.710959
HM488232/2003/USA/CT/Middlesex/WN02/unknown/Mosquito-Culiseta	2003-09-17	2003.710959
HM488231/2003/USA/CT/Middlesex/WN02/unknown/Mosquito-Culiseta	2003-09-17	2003.710959
NODE_0000278	2001-06-10	2001.441056
KX547299/2002/USA/NY/Otsego/WN02/unknown/Bird-crow	2002-08-25	2002.647945
NODE_0000279	2001-10-14	2001.786031
HM488209/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-other	2003-08-14	2003.617808
KJ501483/2002/USA/NE/Unknown/WN02/unknown/Bird-other	2002-07-30	2002.576712
NODE_0001592	2002-06-17	2002.459225
MH170243/2006/USA/CO/Weld/WN02/unknown/Mosquito-Culex	2006-08-01	2006.582192
NODE_0001594	2003-02-20	2003.137459
W1500/2005/USA/MN/Pennington/WN02/unknown/Bird-crow	2005-09-02	2005.669863
NODE_0001595	2004-06-16	2004.456726
KX547587/2006/USA/NY/Suffolk/WN02/unknown/Bird-other	2006-08-03	2006.587671
NODE_0001596	2005-01-06	2005.014228
KJ501414/2005/USA/NC/Unknown/WN02/unknown/Bird-other	2005-08-25	2005.647945
W1495/2005/USA/MN/Dakota/WN02/unknown/Bird-crow	2005-08-22	2005.639726
NODE_0001597	2005-07-11	2005.523774
NODE_0001598	2006-03-24	2006.227100
KX547350/2006/USA/NY/Rockland/WN02/unknown/Mosquito-Culex	2006-07-28	2006.571233
NODE_0001599	2006-12-25	2006.981303
KX547616/2007/USA/NY/Kings/WN02/unknown/Bird-crow	2007-09-20	2007.719178
NODE_0001600	2007-05-07	2007.345945
KX547382/2007/USA/NY/Richmond/WN02/unknown/Bird-other	2007-08-24	2007.645205
KX547329/2007/USA/NY/Richmond/WN02/unknown/Bird-other	2007-08-24	2007.645205
NODE_0001601	2005-12-11	2005.945031
KX547342/2006/USA/NY/Orange/WN02/unknown/Mosquito-Culex	2006-08-10	2006.606849
NODE_0001605	2006-07-19	2006.547908
KX547435/2006/USA/NY/Kings/WN02/unknown/Bird-crow	2006-08-18	2006.628767
KX547209/2006/USA/NY/Montgomery/WN02/unknown/Bird-crow	2006-10-22	2006.806849
NODE_0001604	2007-07-19	2007.546575
KX547516/2007/USA/NY/Tompkins/WN02/unknown/Bird-crow	2007-08-22	2007.639726
KX547233/2007/USA/NY/Richmond/WN02/unknown/Bird-other	2007-07-19	2007.546575
NODE_0001606	2006-03-30	2006.242834
JF920734/2006/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2006-08-01	2006.582192
KX547224/2006/USA/NY/Rockland/WN02/unknown/Mosquito-Culex	2006-09-08	2006.686301
KX547385/2006/USA/NY/Richmond/WN02/unknown/Bird-other	2006-07-27	2006.568493
NODE_0001609	2006-08-31	2006.664384
KX547433/2006/USA/NY/Richmond/WN02/unknown/Bird-other	2006-08-31	2006.664384
KX547180/2006/USA/NY/Oswego/WN02/unknown/Bird-crow	2006-09-07	2006.683562
NODE_0000530	2000-09-18	2000.713537
NODE_0001735	2000-12-05	2000.928382
KJ501452/2001/USA/WI/Unknown/WN02/unknown/Bird-crow	2001-11-09	2001.856164
KJ501310/2002/USA/MS/Unknown/WN02/unknown/Bird-other	2002-08-13	2002.615068
KJ501426/2002/USA/TX/Unknown/WN02/unknown/Bird-crow	2002-07-19	2002.546575
NODE_0000551	2000-11-26	2000.902519
NODE_0001565	2001-03-05	2001.175306
KX547170/2003/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta	2003-09-23	2003.727397
KX547413/2005/USA/NY/Otsego/WN02/unknown/Bird-crow	2005-08-02	2005.584932
NODE_0000598	2000-11-26	2000.902519
NODE_0001326	2003-03-22	2003.220224
KJ501241/2009/USA/MN/Swift/WN02/unknown/Bird-other	2009-08-21	2009.636986
NODE_0001327	2004-06-29	2004.492768
KX547610/2004/USA/NY/Monroe/WN02/unknown/Mosquito-Culex	2004-08-10	2004.607923
KX547477/2004/USA/NY/Monroe/WN02/unknown/Mosquito-Culex	2004-08-10	2004.607923
NODE_0000601	2000-11-26	2000.902519
KJ501453/2001/USA/WI/Racine/WN02/unknown/Bird-crow	2001-10-05	2001.760274
NODE_0000602	2000-11-26	2000.902681
NODE_0001753	2001-12-03	2001.921733
KX547229/2006/USA/NY/Orleans/WN02/unknown/Bird-other	2006-08-29	2006.658904
NODE_0001754	2002-02-01	2002.085669
KX547573/2003/USA/NY/Niagara/WN02/unknown/Mosquito-Culex	2003-08-04	2003.590411
HM756670/2003/USA/NY/Unknown/WN02/unknown/Bird-crow	2003-08-01	2003.582192
NODE_0000605	2000-11-26	2000.902681
NODE_0001749	2001-03-12	2001.193233
HM488192/2005/USA/IL/Unknown/WN02/unknown/Bird-crow	2005-08-01	2005.582192
NODE_0001750	2002-01-17	2002.045431
KX547199/2005/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex	2005-07-20	2005.549315
NODE_0001751	2002-05-08	2002.348947
KX547313/2004/USA/NY/Oswego/WN02/unknown/Bird-crow	2004-08-03	2004.588798
HQ671729/2006/USA/NY/Unknown/WN02/unknown/Bird-crow	2006-08-01	2006.582192
NODE_0000609	2000-11-26	2000.902681
NODE_0001647	2001-01-29	2001.077961
KJ501355/2002/USA/TX/Unknown/WN02/unknown/Bird-other	2002-07-03	2002.502740
W1471/2004/USA/MN/Stearns/WN02/unknown/Bird-crow	2004-07-19	2004.547814
W1401/2002/USA/MN/Anoka/WN02/unknown/Bird-crow	2002-08-07	2002.598630
NODE_0001652	2002-08-06	2002.595890
KJ501328/2002/USA/NC/Unknown/WN02/unknown/Bird-other	2002-08-06	2002.595890
KJ501477/2003/USA/KS/Unknown/WN02/unknown/Bird-crow	2003-08-12	2003.612329
NODE_0001653	2001-05-12	2001.359984
W1454/2004/USA/MN/Dakota/WN02/unknown/Bird-crow	2004-07-06	2004.512295
NODE_0001654	2007-07-25	2007.563096
HM488244/2008/USA/NY/Unknown/WN02/unknown/Unknown	2008-08-01	2008.583333
NODE_0001655	2008-09-11	2008.695434
KX547488/2011/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex	2011-09-15	2011.705479
MH170262/2009/USA/GA/Lowndes/WN02/unknown/Mosquito-Culex	2009-08-01	2009.582192
NODE_0001657	2001-11-17	2001.877829
KJ501525/2004/USA/SD/Unknown/WN02/unknown/Bird-other	2004-08-06	2004.596995
NODE_0001661	2002-02-07	2002.101488
KJ501484/2002/USA/NE/Unknown/WN02/unknown/Bird-crow	2002-08-30	2002.661644
W1386/2002/USA/MN/OtterTail/WN02/unknown/Bird-crow	2002-08-15	2002.620548
KJ501488/2003/USA/ND/Stutsman/WN02/unknown/Bird-other	2003-07-23	2003.557534
NODE_0001658	2003-02-16	2003.126622
W1424/2003/USA/MN/Hennepin/WN02/unknown/Bird-crow	2003-07-18	2003.543836
HM488190/2004/USA/IL/Unknown/WN02/unknown/Bird-crow	2004-08-01	2004.583333
KJ501506/2003/USA/OK/Payne/WN02/unknown/Bird-crow	2003-09-30	2003.746575
NODE_0001664	2005-03-10	2005.188689
KX547529/2011/USA/NY/Onondaga/WN02/unknown/Mosquito-Culex	2011-08-24	2011.645205
NODE_0001665	2006-08-16	2006.623296
KX547449/2011/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex	2011-07-06	2011.510959
KX547404/2008/USA/NY/Albany/WN02/unknown/Bird-crow	2008-08-18	2008.629781
NODE_0001666	2001-12-31	2001.999418
W1458/2004/USA/MN/Ramsey/SW03/unknown/Bird-crow	2004-07-05	2004.509563
NODE_0001667	2002-05-10	2002.354676
KJ501256/2009/USA/ND/Mountrail/WN02/unknown/Bird-other	2009-08-27	2009.653425
NODE_0001668	2004-01-31	2004.083148
KX547211/2006/USA/NY/Putnam/WN02/unknown/Bird-crow	2006-09-11	2006.694521
NODE_0001669	2005-10-12	2005.778782
NODE_0001670	2007-04-20	2007.301214
KX547535/2007/USA/NY/Schenectady/WN02/unknown/Bird-other	2007-09-06	2007.680822
KX547500/2007/USA/NY/Dutchess/WN02/unknown/Bird-crow	2007-08-23	2007.642466
KX547290/2007/USA/NY/Schenectady/WN02/unknown/Bird-crow	2007-08-13	2007.615068
NODE_0001672	2006-10-20	2006.800393
KX547442/2010/USA/NY/Westchester/WN02/unknown/Mosquito-Culex	2010-08-31	2010.664384
NODE_0001673	2007-03-01	2007.163603
KX547543/2007/USA/NY/Westchester/WN02/unknown/Mosquito-Culex	2007-09-05	2007.678082
KX547172/2009/USA/NY/Greene/WN02/unknown/Bird-crow	2009-09-02	2009.669863
NODE_0001675	2007-03-27	2007.234392
JF920742/2007/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2007-08-01	2007.582192
NODE_0000629	2007-07-27	2007.568469
JF920755/2008/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2008-08-01	2008.583333
NODE_0000631	2007-08-01	2007.582192
JF920748/2008/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2008-08-01	2008.583333
JF920740/2007/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2007-08-01	2007.582192
NODE_0000634	2000-12-02	2000.919742
NODE_0001542	2001-03-17	2001.206635
NODE_0001543	2002-12-13	2002.950528
W1483/2005/USA/MN/Hennepin/WN02/unknown/Bird-crow	2005-08-02	2005.584932
W1491/2005/USA/MN/Mower/WN02/unknown/Bird-crow	2005-08-03	2005.587671
NODE_0001544	2002-01-13	2002.034162
JF415920/2007/USA/TX/Harris/WN02/unknown/Bird-other	2007-08-01	2007.582192
NODE_0001545	2002-06-20	2002.468422
W1456/2004/USA/MN/St_Louis/WN02/unknown/Bird-crow	2004-07-08	2004.517760
KX547300/2009/USA/NY/Ulster/WN02/unknown/Bird-crow	2009-08-17	2009.626027
NODE_0000642	2000-12-02	2000.919742
NODE_0001230	2001-06-17	2001.459192
KX547403/2004/USA/NY/Onondaga/WN02/unknown/Bird-crow	2004-05-20	2004.383880
NODE_0001231	2002-10-17	2002.794159
KX547399/2007/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex	2007-09-06	2007.680822
KX547178/2003/USA/NY/Suffolk/WN02/unknown/Mosquito-Culiseta	2003-08-13	2003.615068
NODE_0000646	2000-12-02	2000.919742
NODE_0001755	2001-10-10	2001.775167
KJ501360/2003/USA/NC/Unknown/WN02/unknown/Bird-other	2003-09-05	2003.678082
JF920730/2006/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2006-08-01	2006.582192
NODE_0001757	2003-08-15	2003.621453
NODE_0001758	2007-05-16	2007.371919
JF488097/2007/USA/NY/Unknown/WN02/unknown/Bird-crow	2007-08-01	2007.582192
HM488243/2008/USA/NY/Unknown/WN02/unknown/Bird-crow	2008-08-01	2008.583333
KX547309/2008/USA/NY/Suffolk/WN02/unknown/Bird-crow	2008-08-14	2008.618852
NODE_0001760	2004-10-31	2004.832114
NODE_0001761	2007-08-01	2007.582192
KX547297/2007/USA/NY/Orleans/WN02/unknown/Bird-crow	2007-08-06	2007.595890
HM488199/2007/USA/NY/Unknown/WN02/unknown/Bird-crow	2007-08-01	2007.582192
NODE_0001762	2005-03-18	2005.210580
NODE_0001763	2005-08-26	2005.651331
HM488165/2007/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex	2007-08-30	2007.661644
NODE_0001764	2007-12-02	2007.918506
KJ501260/2008/USA/SD/Day/WN02/unknown/Bird-other	2008-07-30	2008.577869
KC711057/2012/USA/TX/Denton/WN02/unknown/Mosquito-Culex	2012-05-30	2012.411202
NODE_0001765	2007-08-11	2007.609532
KX547518/2009/USA/NY/Columbia/WN02/unknown/Bird-crow	2009-08-31	2009.664384
NODE_0001766	2007-10-22	2007.806168
KX547517/2009/USA/NY/Ulster/WN02/unknown/Bird-crow	2009-09-04	2009.675342
